Site,mean_chl_mg_m3,max_chl_mg_m3,min_chl_mg_m3,mean_sst_C,max_sst_C,min_sst_C,dist_200m_bath,DepthZone,giantkelp_stipe_density_m2,giantkelp_plant_density_m2,Relief_index,Relief_SD,Relief_simpson,Substrate_index,Substrate_SD,Substrate_simpson,Latitude,Longitude,BO_sstmax,BO_sstmean,BO_sstmin,BO_sstseas
SCI_FORNEY_W,2.37473412070586,7.59498367434023,0.946834515854927,15.5,19.21875,12.375,8395.27147524285,OUTER,0.0130952380952381,0.00238095238095238,0.0285,0.0829783326172869,0.0506912442396313,3.47371428571429,0.808882306125492,0.400153609831029,34.053883,-119.9182,17.8190002441406,14.9809999465942,12.8090000152588,5.01000022888184
SCI_GULL_ISLE_E,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1012.48279064218,INNER,3.74735294117647,0.613676470588235,0.109428571428571,0.225024869573225,0.15284178187404,3.89028571428571,0.316056626368245,0.094162826420891,33.946467,-119.823183,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_E,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1012.48279064218,MID,4.64205526770294,0.660924006908463,0.05,0.152416104140259,0.0814132104454685,3.52378571428571,0.840320797471795,0.352688172043011,33.946467,-119.823183,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_E,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1012.48279064218,OUTER,1.34281609195402,0.304597701149425,1.01421428571429,0.647276813923104,0.486482334869432,3.88307142857143,0.342498301052461,0.110906298003072,33.946467,-119.823183,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_W,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1004.56955190708,INNER,6.02584325396825,0.973015873015873,0.445357142857143,0.554425861478377,0.388786482334869,3.95028571428571,0.156607422446396,0.0602150537634409,33.948167,-119.82795,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_W,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1004.56955190708,MID,5.46840958605665,1.37903050108932,0.545357142857143,0.539896714940701,0.416282642089094,3.87842857142857,0.320265363706606,0.125652841781874,33.948167,-119.82795,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_GULL_ISLE_W,1.87255501237725,4.30582050132522,0.576460156760313,16.7798780487805,20.49375,13.5375,1004.56955190708,OUTER,1.82850877192982,0.317397660818713,0.652357142857143,0.555794760582423,0.446850998463902,3.86678571428571,0.357568586603347,0.149769585253456,33.948167,-119.82795,19.5970001220703,15.8459997177124,13.3970003128052,6.19999980926514
SCI_HAZARDS_CEN,3.99647569030703,17.5311370087738,0.673031452829919,15.8625,19.21875,13.18125,7114.61388120374,INNER,0.195833333333333,0.0604166666666667,0.6313125,0.627411603497501,0.414381720430108,3.9979375,0.0112253313766734,0.00403225806451613,34.056583,-119.821167,18.6840000152588,15.4860000610352,13.1000003814697,5.58400011062622
SCI_HAZARDS_CEN,3.99647569030703,17.5311370087738,0.673031452829919,15.8625,19.21875,13.18125,7114.61388120374,OUTER,0,0,0.6249375,0.632748401724299,0.461559139784946,3.799375,0.471196048243738,0.213037634408602,34.056583,-119.821167,18.6840000152588,15.4860000610352,13.1000003814697,5.58400011062622
SCI_HAZARDS_E,3.99647569030703,17.5311370087738,0.673031452829919,15.8625,19.21875,13.18125,7313.97741140275,INNER,1.52848837209302,0.460077519379845,0.526875,0.590739713178977,0.483467741935484,3.4548125,0.590158566241571,0.467204301075269,34.054383,-119.81935,18.6840000152588,15.4860000610352,13.1000003814697,5.58400011062622
SCI_HAZARDS_E,3.99647569030703,17.5311370087738,0.673031452829919,15.8625,19.21875,13.18125,7313.97741140275,OUTER,0.0176470588235294,0.0107843137254902,0.2539375,0.345037705747212,0.217741935483871,3.037625,0.855728999133973,0.599059139784946,34.054383,-119.81935,18.6840000152588,15.4860000610352,13.1000003814697,5.58400011062622
SCI_HAZARDS_W,3.99647569030703,17.5311370087738,0.673031452829919,15.8625,19.21875,13.18125,7043.2351834826,INNER,0,0,1.2271875,0.643212271495059,0.450672043010753,3.9728125,0.0969999415989553,0.0309139784946237,34.0581,-119.824833,18.6840000152588,15.4860000610352,13.1000003814697,5.58400011062622
SCI_HAZARDS_W,3.99647569030703,17.5311370087738,0.673031452829919,15.8625,19.21875,13.18125,7043.2351834826,OUTER,0,0,1.2335,0.469948710007798,0.353360215053763,3.767125,0.451997605280584,0.244220430107527,34.0581,-119.824833,18.6840000152588,15.4860000610352,13.1000003814697,5.58400011062622
SCI_PAINTED_CAVE_CEN,2.75569505712668,6.34102007866845,0.888998123228215,15.9139534883721,19.85625,13.0125,6529.3910544166,OUTER,0,0,0.0309285714285714,0.0979419819805178,0.0559139784946237,2.7325,0.711206418215058,0.550691244239631,34.072867,-119.870983,17.8379993438721,14.9680004119873,12.5150003433228,5.32299995422363
SCI_PAINTED_CAVE_CEN,2.75569505712668,6.34102007866845,0.888998123228215,15.9139534883721,19.85625,13.0125,6529.3910544166,INNER,0.139351851851852,0.0189814814814815,0.774,0.608205476080493,0.536866359447005,3.78771428571429,0.43690380597829,0.253917050691244,34.072867,-119.870983,17.8379993438721,14.9680004119873,12.5150003433228,5.32299995422363
SCI_PAINTED_CAVE_E,3.23069860087231,10.0413340625094,0.539807561288231,15.8736486486486,19.125,12.825,6452.96281751639,INNER,0,0,0.759571428571429,0.61196371650578,0.513056835637481,3.9905,0.0434958315834469,0.0181259600614439,34.0719,-119.85755,17.8379993438721,14.9680004119873,12.5150003433228,5.32299995422363
SCI_PAINTED_CAVE_E,3.23069860087231,10.0413340625094,0.539807561288231,15.8736486486486,19.125,12.825,6452.96281751639,OUTER,0,0,0.718928571428572,0.61505700501945,0.534254992319509,3.88107142857143,0.295678477138835,0.188940092165899,34.0719,-119.85755,17.8379993438721,14.9680004119873,12.5150003433228,5.32299995422363
SCI_PAINTED_CAVE_W,2.82442145005188,7.82434486987344,0.961161341424118,15.9839285714286,19.85625,12.95625,6466.16871258459,OUTER,0,0,0.440285714285714,0.56866632376395,0.458218125960061,3.3785,0.727197527695148,0.494930875576037,34.074483,-119.882133,17.8379993438721,14.9680004119873,12.5150003433228,5.32299995422363
SCI_PAINTED_CAVE_W,2.82442145005188,7.82434486987344,0.961161341424118,15.9839285714286,19.85625,12.95625,6466.16871258459,INNER,0,0,0.961785714285714,0.696400411729766,0.54531490015361,3.93792857142857,0.223632536549611,0.0791090629800307,34.074483,-119.882133,17.8379993438721,14.9680004119873,12.5150003433228,5.32299995422363
SCI_PELICAN_CEN,2.90751822575952,8.39327437497876,0.927102764939154,16.7524390243902,20.9625,13.78125,8663.96760155199,INNER,1.31666666666667,0.381578947368421,1.4541875,0.623103910904524,0.456854838709677,3.8749375,0.204040427241511,0.13494623655914,34.03065,-119.69665,18.382999420166,15.6079998016357,13.2080001831055,5.17500019073486
SCI_PELICAN_CEN,2.90751822575952,8.39327437497876,0.927102764939154,16.7524390243902,20.9625,13.78125,8663.96760155199,OUTER,0.435897435897436,0.151923076923077,0.7813125,0.666002396158056,0.511424731182796,3.46675,0.816520535422716,0.336290322580645,34.03065,-119.69665,18.382999420166,15.6079998016357,13.2080001831055,5.17500019073486
SCI_PELICAN_E,2.90751822575952,8.39327437497876,0.927102764939154,16.7524390243902,20.9625,13.78125,8836.7559147988,INNER,0.710365853658537,0.137804878048781,0.64125,0.588022777679687,0.513172043010753,3.58125,0.614973701987739,0.390322580645161,34.02805,-119.690917,18.382999420166,15.6079998016357,13.2080001831055,5.17500019073486
SCI_PELICAN_E,2.90751822575952,8.39327437497876,0.927102764939154,16.7524390243902,20.9625,13.78125,8836.7559147988,OUTER,0.0449074074074074,0.0162037037037037,0.5270625,0.562549944998631,0.442338709677419,3.37475,0.811358124067348,0.480241935483871,34.02805,-119.690917,18.382999420166,15.6079998016357,13.2080001831055,5.17500019073486
SCI_PELICAN_W,2.77988693339629,7.81946026914084,0.841642235119033,16.5375,20.19375,13.425,8106.21557742529,INNER,0,0,0.3915625,0.48433354561035,0.406720430107527,3.6683125,0.536971727016404,0.353091397849462,34.035867,-119.7023,18.382999420166,15.6079998016357,13.2080001831055,5.17500019073486
SCI_PELICAN_W,2.77988693339629,7.81946026914084,0.841642235119033,16.5375,20.19375,13.425,8106.21557742529,OUTER,0.0294117647058824,0.0132352941176471,0.260375,0.422113068787287,0.298521505376344,3.0163125,0.907571160788324,0.580376344086021,34.035867,-119.7023,18.382999420166,15.6079998016357,13.2080001831055,5.17500019073486
SCI_SCORPION_E,3.21391707222474,10.3792104798084,0.541124101253268,16.5954545454545,20.45625,13.44375,4878.42608001753,INNER,0.524826388888889,0.200173611111111,1.6415625,0.450610175531343,0.319220430107527,3.9791875,0.0836759459892815,0.0389784946236559,34.048467,-119.546367,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_SCORPION_E,3.21391707222474,10.3792104798084,0.541124101253268,16.5954545454545,20.45625,13.44375,4878.42608001753,MID,0.457051282051282,0.0596153846153846,0.5749375,0.572237995339857,0.412096774193548,3.697875,0.496697425987612,0.326075268817204,34.048467,-119.546367,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_SCORPION_E,3.21391707222474,10.3792104798084,0.541124101253268,16.5954545454545,20.45625,13.44375,4878.42608001753,OUTER,0,0,0.3916875,0.470173008148518,0.358333333333333,3.599875,0.603402506185745,0.366263440860215,34.048467,-119.546367,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_SCORPION_W,3.21391707222474,10.3792104798084,0.541124101253268,16.5954545454545,20.45625,13.44375,4453.29507079122,INNER,11.462037037037,2.51851851851852,0.2686875,0.389795392625072,0.29744623655914,3.326625,0.778658151653057,0.513575268817204,34.0525,-119.55525,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_SCORPION_W,3.21391707222474,10.3792104798084,0.541124101253268,16.5954545454545,20.45625,13.44375,4453.29507079122,MID,6.88274074074074,1.10959259259259,0.11675,0.289636360007974,0.186827956989247,3.0290625,1.06520530405955,0.593413978494624,34.0525,-119.55525,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_SCORPION_W,3.21391707222474,10.3792104798084,0.541124101253268,16.5954545454545,20.45625,13.44375,4453.29507079122,OUTER,6.08295238095238,0.841809523809524,0.05825,0.173393188139442,0.0978494623655914,2.545375,1.20633442391593,0.543010752688172,34.0525,-119.55525,19.5860004425049,15.9619998931885,13.5209999084473,6.06500005722046
SCI_VALLEY_CEN,3.27200013469901,8.27027814862595,0.876465742491328,17.5423076923077,21.375,13.63125,3701.41884335817,INNER,4.14654882154882,0.67449494949495,0.279375,0.350587112253002,0.272311827956989,3.349875,0.774492516394204,0.49758064516129,33.983617,-119.6384,20.1520004272461,16.4419994354248,14.1020002365112,6.05000019073486
SCI_VALLEY_CEN,3.27200013469901,8.27027814862595,0.876465742491328,17.5423076923077,21.375,13.63125,3701.41884335817,OUTER,3.91756535947712,0.601307189542484,0.079125,0.174353568085971,0.120967741935484,2.896,1.03031982349163,0.651612903225806,33.983617,-119.6384,20.1520004272461,16.4419994354248,14.1020002365112,6.05000019073486
SCI_VALLEY_E,3.08577505939007,8.43581600017068,0.795765434619586,17.698,21.84375,13.9875,3386.69983768394,INNER,0.295833333333333,0.0782738095238095,0.033375,0.100401823836808,0.0586021505376344,2.71625,1.07395537958498,0.58494623655914,33.98355,-119.620317,20.1520004272461,16.4419994354248,14.1020002365112,6.05000019073486
SCI_VALLEY_E,3.08577505939007,8.43581600017068,0.795765434619586,17.698,21.84375,13.9875,3386.69983768394,OUTER,1.03989898989899,0.313131313131313,0,0,0,2.66575,1.01795128830943,0.678494623655914,33.98355,-119.620317,20.1520004272461,16.4419994354248,14.1020002365112,6.05000019073486
SCI_VALLEY_W,2.73949506696517,7.11934221487203,0.725526123529651,17.6146551724138,22.35,13.9071428571429,4686.59860653661,INNER,5.41759259259259,0.872839506172839,0.216625,0.282391479893163,0.203763440860215,3.887125,0.359582162153023,0.121505376344086,33.9817,-119.6637,20.1520004272461,16.4419994354248,14.1020002365112,6.05000019073486
SCI_VALLEY_W,2.73949506696517,7.11934221487203,0.725526123529651,17.6146551724138,22.35,13.9071428571429,4686.59860653661,OUTER,1.67443181818182,0.20719696969697,0.3835,0.478895277088108,0.341397849462366,3.532875,0.883483078605674,0.256451612903226,33.9817,-119.6637,20.1520004272461,16.4419994354248,14.1020002365112,6.05000019073486
SCI_YELLOWBANKS_CEN,1.31950550309016,3.40533875181384,0.514445524952009,17.5354838709677,22.2,13.9125,2150.14505520501,INNER,3.36509661835749,0.680314009661836,0.037375,0.0980292903195989,0.0612903225806452,3.613,0.607615922906355,0.358870967741936,33.988533,-119.546983,20.2450008392334,16.4740009307861,14.0930004119873,6.15199995040894
SCI_YELLOWBANKS_CEN,1.31950550309016,3.40533875181384,0.514445524952009,17.5354838709677,22.2,13.9125,2150.14505520501,MID,2.95208333333333,0.338541666666667,0.016625,0.0600178069431924,0.0306451612903226,3.62125,0.537313395363758,0.358064516129032,33.988533,-119.546983,20.2450008392334,16.4740009307861,14.0930004119873,6.15199995040894
SCI_YELLOWBANKS_CEN,1.31950550309016,3.40533875181384,0.514445524952009,17.5354838709677,22.2,13.9125,2150.14505520501,OUTER,0.624679487179487,0.13525641025641,0.0125,0.0375671441898455,0.0225806451612903,3.442375,0.773917748954706,0.461559139784946,33.988533,-119.546983,20.2450008392334,16.4740009307861,14.0930004119873,6.15199995040894
SCI_YELLOWBANKS_W,1.4650605989885,3.56554210226239,0.569831373841785,17.517032967033,21.975,13.74375,3061.56703893186,INNER,1.90595238095238,0.277827380952381,0.016625,0.0761177052710322,0.0317204301075269,3.387625,1.01821376991721,0.40241935483871,33.9893,-119.564933,20.2450008392334,16.4740009307861,14.0930004119873,6.15199995040894
SCI_YELLOWBANKS_W,1.4650605989885,3.56554210226239,0.569831373841785,17.517032967033,21.975,13.74375,3061.56703893186,MID,2.10677083333333,0.195833333333333,0,0,0,3.595,0.621787844533636,0.365591397849462,33.9893,-119.564933,20.2450008392334,16.4740009307861,14.0930004119873,6.15199995040894
SCI_YELLOWBANKS_W,1.4650605989885,3.56554210226239,0.569831373841785,17.517032967033,21.975,13.74375,3061.56703893186,OUTER,4.06517094017094,0.265811965811966,0.004125,0.0224506627533469,0.00806451612903227,3.546375,0.626079823469684,0.400537634408602,33.9893,-119.564933,20.2450008392334,16.4740009307861,14.0930004119873,6.15199995040894
SMI_CUYLER_E,4.54278540292953,12.1576568822539,1.05732635363268,14.4857142857143,17.175,12.1875,10447.3553652984,INNER,0.23,0.05,0.0190714285714286,0.0699717522696396,0.0353302611367128,3.905,0.319275148622812,0.0738863287250384,34.051717,-120.346183,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_CUYLER_E,4.54278540292953,12.1576568822539,1.05732635363268,14.4857142857143,17.175,12.1875,10447.3553652984,MID,0,0,0.0142142857142857,0.0691537318729862,0.0273425499231951,3.80478571428571,0.467481061323483,0.179723502304147,34.051717,-120.346183,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_CUYLER_E,4.54278540292953,12.1576568822539,1.05732635363268,14.4857142857143,17.175,12.1875,10447.3553652984,OUTER,0,0,0.019,0.065192439759522,0.0337941628264209,3.59292857142857,0.726386594710599,0.356221198156682,34.051717,-120.346183,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_CUYLER_W,4.03532876083142,10.2495364738277,1.21441892426259,14.5916666666667,17.475,12.1125,10465.0371626062,INNER,0.988405797101449,0.294927536231884,0.133357142857143,0.261469861949305,0.172503840245776,3.54021428571429,0.704804721081521,0.426113671274962,34.05705,-120.3526,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_CUYLER_W,4.03532876083142,10.2495364738277,1.21441892426259,14.5916666666667,17.475,12.1125,10465.0371626062,MID,0,0,0.433071428571429,0.481862662426503,0.361443932411674,3.70735714285714,0.393985606449693,0.261136712749616,34.05705,-120.3526,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_CUYLER_W,4.03532876083142,10.2495364738277,1.21441892426259,14.5916666666667,17.475,12.1125,10465.0371626062,OUTER,0.10625,0.0416666666666667,0.176142857142857,0.296827780529416,0.217972350230415,3.502,0.692570894517848,0.416129032258065,34.05705,-120.3526,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_HARRIS_PT_RESERVE_E,3.97660141226347,10.1596347954172,1.19793185433996,14.5804054054054,17.45625,12.16875,10528.6011232939,INNER,0.240625,0.00729166666666667,0.318928571428571,0.4760443027318,0.377880184331797,3.73314285714286,0.548445115655366,0.302764976958525,34.052783,-120.337383,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_HARRIS_PT_RESERVE_E,3.97660141226347,10.1596347954172,1.19793185433996,14.5804054054054,17.45625,12.16875,10528.6011232939,MID,0,0,0.335571428571429,0.454112384952772,0.347465437788018,3.79014285714286,0.47595558054541,0.216436251920123,34.052783,-120.337383,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_HARRIS_PT_RESERVE_E,3.97660141226347,10.1596347954172,1.19793185433996,14.5804054054054,17.45625,12.16875,10528.6011232939,OUTER,0,0,0.188142857142857,0.364405906301002,0.2678955453149,3.44535714285714,0.737196212508399,0.473271889400922,34.052783,-120.337383,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_HARRIS_PT_RESERVE_W,2.91645275634767,7.03013847646555,0.903238528489043,14.619512195122,17.64375,12.09375,9885.38301163975,INNER,0.00833333333333333,0.00119047619047619,0.359428571428571,0.508665785218579,0.341013824884793,3.87135714285714,0.27859350193307,0.144546850998464,34.063683,-120.355983,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_HARRIS_PT_RESERVE_W,2.91645275634767,7.03013847646555,0.903238528489043,14.619512195122,17.64375,12.09375,9885.38301163975,MID,0,0,0.538357142857143,0.470080935008761,0.315975422427035,3.74764285714286,0.449338829063421,0.258218125960061,34.063683,-120.355983,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SMI_HARRIS_PT_RESERVE_W,2.91645275634767,7.03013847646555,0.903238528489043,14.619512195122,17.64375,12.09375,9885.38301163975,OUTER,0.00238095238095238,0.00119047619047619,0.4665,0.483392182594079,0.399078341013825,3.5925,0.737310582027255,0.33394777265745,34.063683,-120.355983,16.9640007019043,14.5559997558594,12.9449996948242,4.01900005340576
SRI_CLUSTER_POINT_N,1.53419664298309,3.19583407938875,0.779712923492391,15.2568965517241,18.80625,12.225,4530.43750078636,OUTER,1.25,0.0711538461538462,0.1165,0.241685725823151,0.15752688172043,3.58908333333333,0.704205158496197,0.289605734767025,33.931667,-120.197417,17.7940006256104,14.8319997787476,12.7519998550415,5.04199981689453
SRI_CLUSTER_POINT_N,1.53419664298309,3.19583407938875,0.779712923492391,15.2568965517241,18.80625,12.225,4530.43750078636,INNER,4.62390350877193,0.478654970760234,0.1195,0.224975641110241,0.168279569892473,3.71608333333333,0.658131806139185,0.187634408602151,33.931667,-120.197417,17.7940006256104,14.8319997787476,12.7519998550415,5.04199981689453
SRI_CLUSTER_POINT_N,1.53419664298309,3.19583407938875,0.779712923492391,15.2568965517241,18.80625,12.225,4530.43750078636,MID,2.90583333333333,0.45625,0.0915,0.235208560660104,0.15,3.76641666666667,0.631755643127909,0.174731182795699,33.931667,-120.197417,17.7940006256104,14.8319997787476,12.7519998550415,5.04199981689453
SRI_CLUSTER_POINT_S,1.35531755204175,2.68368742917959,0.6952740014498,15.428125,19.03125,12.525,3945.04071597463,OUTER,0.181666666666667,0.0225,0.166571428571429,0.318671559831944,0.186635944700461,3.735,0.514770684213122,0.264055299539171,33.923833,-120.192,17.7940006256104,14.8319997787476,12.7519998550415,5.04199981689453
SRI_CLUSTER_POINT_S,1.35531755204175,2.68368742917959,0.6952740014498,15.428125,19.03125,12.525,3945.04071597463,INNER,2.54305555555556,0.221843434343434,0.0166428571428571,0.0649627711205015,0.0310291858678956,3.81964285714286,0.495950592655888,0.189861751152074,33.923833,-120.192,17.7940006256104,14.8319997787476,12.7519998550415,5.04199981689453
SRI_CLUSTER_POINT_S,1.35531755204175,2.68368742917959,0.6952740014498,15.428125,19.03125,12.525,3945.04071597463,MID,4.08287545787546,0.35018315018315,0.0285714285714286,0.0851130318357482,0.0513056835637481,3.75628571428571,0.609767344568812,0.235483870967742,33.923833,-120.192,17.7940006256104,14.8319997787476,12.7519998550415,5.04199981689453
SRI_JOHNSONS_LEE_SOUTH_E,1.72531471656753,4.1371978263298,0.727011297547477,16.1341463414634,20.30625,13.21875,5740.95709222838,OUTER,0.288541666666667,0.04453125,0.0583125,0.161104444609634,0.094489247311828,3.9139375,0.313839138122095,0.0899193548387097,33.897433,-120.100383,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_JOHNSONS_LEE_SOUTH_E,1.72531471656753,4.1371978263298,0.727011297547477,16.1341463414634,20.30625,13.21875,5740.95709222838,INNER,0.0716666666666667,0.0258333333333333,0.077125,0.180652997898374,0.125268817204301,3.6688125,0.731910580768577,0.297177419354839,33.897433,-120.100383,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_JOHNSONS_LEE_SOUTH_E,1.72531471656753,4.1371978263298,0.727011297547477,16.1341463414634,20.30625,13.21875,5740.95709222838,MID,0.489957264957265,0.067948717948718,0.2875625,0.447300909845179,0.361693548387097,3.8595625,0.423328012043504,0.130779569892473,33.897433,-120.100383,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_JOHNSONS_LEE_SOUTH_W,2.58767899998667,6.5966091894104,0.739690576148569,16.07625,20.7375,13.51875,5309.10541757395,OUTER,0.00208333333333333,0.00104166666666667,0.0208125,0.0646016255078311,0.0368279569892473,3.528625,0.768363112918573,0.430510752688172,33.895133,-120.104317,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_JOHNSONS_LEE_SOUTH_W,2.58767899998667,6.5966091894104,0.739690576148569,16.07625,20.7375,13.51875,5309.10541757395,INNER,2.00008503401361,0.385119047619048,0.03325,0.075578627566252,0.0532258064516129,3.697875,0.706606979694334,0.260887096774194,33.895133,-120.104317,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_JOHNSONS_LEE_SOUTH_W,2.58767899998667,6.5966091894104,0.739690576148569,16.07625,20.7375,13.51875,5309.10541757395,MID,0.797644927536232,0.239130434782609,0.0125,0.0456170933537654,0.0231182795698925,3.599375,0.717811017637051,0.366935483870968,33.895133,-120.104317,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_SOUTH_POINT_E,2.73273082933147,6.74160277694655,0.6638320163804,15.8901315789474,20.5928571428571,12.75,4103.43622059964,OUTER,1.96233333333333,0.181333333333333,0.14375,0.0820650739023804,0.0616935483870968,3.6459375,0.760570446826261,0.208064516129032,33.891567,-120.1192,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_SOUTH_POINT_E,2.73273082933147,6.74160277694655,0.6638320163804,15.8901315789474,20.5928571428571,12.75,4103.43622059964,INNER,3.66741293532338,0.437354892205638,0.1645,0.332683204504086,0.246505376344086,3.5104375,0.87341120108026,0.274462365591398,33.891567,-120.1192,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_SOUTH_POINT_E,2.73273082933147,6.74160277694655,0.6638320163804,15.8901315789474,20.5928571428571,12.75,4103.43622059964,MID,3.56432291666667,0.411024305555556,0.077125,0.199655257490955,0.122715053763441,3.4393125,1.01382758474855,0.314516129032258,33.891567,-120.1192,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_SOUTH_POINT_W,2.73273082933147,6.74160277694655,0.6638320163804,15.8901315789474,20.5928571428571,12.75,4008.98833265057,OUTER,1.9728835978836,0.236111111111111,0.227,0.405887653043424,0.276344086021505,3.7745,0.521956321566144,0.19005376344086,33.894167,-120.124883,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_SOUTH_POINT_W,2.73273082933147,6.74160277694655,0.6638320163804,15.8901315789474,20.5928571428571,12.75,4008.98833265057,MID,1.85901960784314,0.232843137254902,0.1605,0.301383932570713,0.218413978494624,3.751875,0.400201949744229,0.177150537634409,33.894167,-120.124883,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
SRI_SOUTH_POINT_W,2.73273082933147,6.74160277694655,0.6638320163804,15.8901315789474,20.5928571428571,12.75,4008.98833265057,INNER,4.41790935672515,0.494042397660819,0.1729375,0.314075355158751,0.251881720430108,3.4976875,0.929094618999564,0.247983870967742,33.894167,-120.124883,18.6110000610352,15.2150001525879,12.8559999465942,5.75500011444092
